company,date,tweet,n_replies,n_retweets,n_likes
1300 Grupotel ,09/06/2019," It's not all about resorts and commercial destinations... explore our authentic Mediterranean culture, get off the beaten track and that's where you will find #paradise. Check out our best offers and rediscover the #BalearicIslands ??  http://www.grupotel.com  Source: Marc Wörner pic.twitter.com/lUblTdtqpQ ",0.0,0.0,2.0
1300 Grupotel ,24/05/2019," Es ist uns eine besonders grosse Freude Reisebüomitarbeiter aus Deutschland in unserer Finca Son Ramon in Muro zu empfangen. Nach einer Weinprobe haben wir typisch Mallorquinische Gerichte mit dem entsprechenden Wein ausprobiert.  Vielen Dank für Eueren Besuch und ""hasta pronto""! pic.twitter.com/9CJEAxj18R ",0.0,0.0,5.0
1300 Grupotel ,24/05/2019," Si ayer os contábamos que 14 de nuestros hoteles han recibido el Certificado de Excelencia 2019 de @TripAdvisor, hoy sabemos que 9 más de ellos están en el SALÓN DE LA FAMA 2019 ?????? ya que se les ha otorgado el premio por ¡5º año consecutivo! #HallofFame #GrupotelHotelsResorts pic.twitter.com/1N3fTs5gVa ",0.0,0.0,3.0
1300 Grupotel ,17/05/2019," El día no acompaña precisamente hoy, pero imagínate que estás disfrutando de la mañana en la playa ?????? y te apetece algo ligerito para comer... ¿Qué tal un wok de verduritas varias con langostinos? ¿A que apetece? ?? #BistroMarBlau #GrupotelParcNaturalSpa #Mediterraneamente pic.twitter.com/VnXdJUbCU6 ",0.0,0.0,3.0
1300 Grupotel ,17/05/2019," ¿Sabías que #GrupotelGranVia678 en Barcelona abre sus puertas para tus celebraciones? Desde reuniones, workshops y conferencias hasta bodas íntimas, cumpleaños y cenas especiales... · Échale un vistazo a todas las posibilidades que ofrece elhotel ??  https://bit.ly/2EBmm3z  pic.twitter.com/JaaTzAzOUk ",0.0,0.0,2.0
1300 Grupotel ,16/05/2019," Gracias @TUIDeutschland por la formación en Sustainable Food.  Uno de nuestros principales objetivos a nivel corporativo es disminuir el impacto ambiental que producimos, por lo que potenciamos el uso de productos locales e intentamos acercarnos al #zerowaste cada día más. pic.twitter.com/uzYPiLmvOg ",0.0,0.0,3.0
1300 Grupotel ,12/05/2019, Would you guess this is fruit aromatized water?! ???? It tastes deliiicious and makes the perfect companion for a sunbathing session. Go straight to #BistroMarBlau at @grupotelparcnatural to order yours. · #GrupotelParcNaturalSpa #Sundayvibes #islandlovers #LivingGrupotel pic.twitter.com/kN70pmEck0 ,0.0,0.0,2.0
1300 Grupotel ,11/05/2019," Grupotel Los Principes & Spa is very honored to celebrate the 10th stay of the Däkipp - a group of cyclists, coming all the way from Switzerland year after year! A big thank you from the entire company Grupotel Hotels & Resorts. It is our privilege, here's to 10 more years! ??? pic.twitter.com/BaIeDgEZUP ",0.0,0.0,2.0
1300 Grupotel ,11/05/2019," WE'VE GOT BIG NEWS ?? Grupotel Picafort Beach is open after a huge renovation. It's the freshest look on the very first line of the beach! To celebrate, we are taking 30% off stays in May! How cool is that?! Tap the link below to book your getaway: ??  http://ow.ly/LOiG50u6hb0  pic.twitter.com/EIsnwGcE5s ",0.0,0.0,4.0
1300 Grupotel ,10/05/2019," Stop scrolling down, you will like this: If you ever book your #holidays or #minitrip on  http://grupotel.com , you'll get a code for a 10% off your next booking! Good through the whole following year - yay! ???? · #GrupotelHotelsResorts #offwego #summer2019 #BalearicIslands pic.twitter.com/1mZxo3AtLT ",0.0,0.0,0.0
1300 Grupotel ,30/04/2019," ¿Sigues pensando qué regalar para el Día de la Madre?   Regala lo más valioso que tenemos: TIEMPO... con tu madre, con tu segunda madre, con la madre de tus hijos o con la madre que crió al amor de tu vida.   Nosotros nos ocuparemos de todo lo demás.  ??  https://bit.ly/2GQPRSM  pic.twitter.com/9ExIDN4wqu ",0.0,0.0,2.0
1300 Grupotel ,26/04/2019, Los directores y jefes de cocina de Grupotel Hotels & Resorts han estado perfeccionando sus conocimientos culinarios con el chef internacional Luigi Sforzellini y el maestro de repostería Domingo de la Concepción en nuestro 8º Seminario Gastronómico. #GrupotelHotelsResorts pic.twitter.com/v74OtWVwsc ,0.0,0.0,3.0
1300 Grupotel ,06/04/2019, Getting the weekend started in the spa is always a delight. · Empezar el fin de semana en el spa es siempre un goce.  ?? Book your room and enjoy this warm spot next weekend:  http://ow.ly/O2xa50p71Se  · #GrupotelLosPrincipesSpa #PlayadeMuro #wellbeing #spatime #saturdaychill pic.twitter.com/kp5bQHoHR4 ,0.0,0.0,2.0
1300 Grupotel ,26/03/2019, Ganas de vacaciones de #SemanaSanta? Nosotros siiiii!! ???????¿Conoces ya #ofertas especiales de nuestros #hoteles?  ?? ????????  http://goo.gl/PxK54C   Can´t wait for #Easter #holidays? We neither ???????. Here you have our special offers ?? ????????  http://goo.gl/eto2qF  pic.twitter.com/JPcGz57J00 ,0.0,0.0,4.0
1300 Grupotel ,18/03/2019, RT si eres de visitar Barcelona y regalarte una sesión de brunch por todo lo alto!  ???? Things you should do on your next trip in Barcelona: have a brunch in the old town like this ???? #hotelsandresorts #holidays #foodie #foodlovers #yummy #foodporn #brunchlovers #brunch pic.twitter.com/GbHDz0inq1 ,0.0,0.0,3.0
1300 Grupotel ,15/03/2019, Un paraiso de lujo y relax a 500 metros del #Mediterráneo ?? ????. ¡Te esperamos YA en #Grupotel Playa de Palma Suites & Spa!  ??   Your particular kingdom of luxury and relaxation ?? ????.  Grupotel Playa de #Palma Suites & Spa is open. Come and visit us!  ?? #mallorca #hotels pic.twitter.com/yfc8f4EvjE ,1.0,0.0,7.0
1300 Grupotel ,14/03/2019," Ibiza, un destino perfecto para practicar y disfrutar del SUP Yoga ?????????  The beautiful and peaceful beaches of Ibiza are perfect for those who love SUP Yoga  ????????? #Grupotel #hotelsandresort #vacacaciones #holidays #Ibiza #SUPyoga #yogalovers #magicplaces #destinations #beaches pic.twitter.com/Y858JVWxyj ",0.0,0.0,0.0
1300 Grupotel ,11/03/2019," Productos frescos, calidad y cariño a toneladas. Todo y mucho más es lo que encontrarás en el buffet de #GrupotelMarítimo. Te esperamos! ??   The secret of our buffet at Grupotel Marítimo? Fresh products, the highest quality and tons of love ?? #holidays #foodie #foodlovers pic.twitter.com/W5PiR8ubtW ",0.0,0.0,4.0
1300 Grupotel ,08/03/2019, La bahía más bonita y azul de #Mallorca está junto a #GrupotelNiloandSpa. ¿Lo mejor? Que ya puedes venir a vernos! ??   The most beautiful and blue bay of Mallorca is next to Grupotel Nilo & Spa and is already open ?? Come and visit us! ?? #hotelsandresorts #holidaysarecoming pic.twitter.com/gNgxfwU6JU ,0.0,1.0,3.0
1300 Grupotel ,05/03/2019, ¿Nos visitas por trabajo? Tenemos todo lo que necesitas para que puedas trabajar como si estuvieras en tu #oficina ????????  No worries if you have to work during your stay with us. We have everything you need in all our hotels  ???????? #hotelsandresorts #hotelesdenegocios pic.twitter.com/PgAdWz11V9 ,0.0,0.0,0.0
1300 Grupotel ,04/03/2019, Los lunes así ????son  menos lunes . ¡Que aproveche y a comerse marzo! ??  Mondays are better with this ???? breakfast. Bon appétit and have a nice day! ?? #Grupotel #hotelsandresort #vacacaciones #holidays #foodie #foodlovers #yummy #foodporn #breakfast #GrupotelNiloAndSpa pic.twitter.com/ATqHlqIU7E ,0.0,0.0,1.0
1300 Grupotel ,26/02/2019," Hotel familiar lleno de extras y muuuuy cerca del mar. Grupotel Montecarlo ???? Razón aquí ????  The season has arrived, #GrupotelMontecarlo is already open and we are soooo happy! ???? #hotelsandresorts #newseason #holidaysarecoming #vacacaciones #mallorca #mallorca #spa #canpicafort pic.twitter.com/l2wuO6FeF6 ",0.0,1.0,1.0
1300 Grupotel ,25/02/2019, ¿Participas en #SpartanMallorca de Paguera? ????????????????????? Introduce el código ???? SPARTAN en nuestra web y consigue precios únicos! ????  Important info for our #SpartanMallorcaLovers? ???????????? Enter the code ???? SPARTAN on our website and get unique prices! ???? #mallorcasport #hotels pic.twitter.com/RM8P0U1a7E ,0.0,0.0,2.0
1300 Grupotel ,22/02/2019, Sonrisa de cinco estrellas modo ON.  Hoy reabrimos Grupotel Parc Natural & Spa! ??  Grinning from ear to ear. Opening season day (yeahhhh) at Grupotel Parc Natural & Spa! ?? #hotelsandresort #newseason #GrupotelLovers #holidaysarecoming #vacacaciones #mallorca #spamallorca #spa pic.twitter.com/kgFbJlYghg ,0.0,0.0,1.0
1300 Grupotel ,20/02/2019, No plans for the next short break? The best offers are already available here ????#holidays ?? Grupotel Gran Vista & Spa ?? Grupotel Montecarlo  ?? Grupotel Parc Natural & Spa  ?? Grupotel Marítimo ?? Grupotel Nilo & Spa ?? Grupotel Acapulco Playa ?? Sensimar Aguait Resort & Spa pic.twitter.com/xhlbHf41ox ,0.0,0.0,0.0
1300 Grupotel ,20/02/2019, El puente de las #IslasBaleares se viven en #Grupotel.  Precios únicos ya disponibles en ???? ?? Grupotel Gran Vista & Spa ?? Grupotel Montecarlo  ?? Grupotel Parc Natural & Spa  ?? Grupotel Marítimo ?? Grupotel Nilo & Spa ?? Grupotel Acapulco Playa ?? Sensimar Aguait Resort & Spa pic.twitter.com/qxlj3xngfd ,0.0,0.0,1.0
1300 Grupotel ,19/02/2019, Si vas a la #MobileWorldCongress y necesitas un buen hotel en #Barcelona te damos dos opciones perfectas ??   If you´re going to the @mobileworldlive  and you need the best hotel in Barcelona take a look ?? #hotelsandresorts #barcelonahotels #mobileindustry #tech #business pic.twitter.com/qyGYeZgtHD ,0.0,0.0,2.0
1300 Grupotel ,15/02/2019," Tu fin de semana perfecto está en Grupotel Gran Vista & Spa, Can Picafort. Hoy reabrimos! ??  Today is the day!! Grupotel Gran Vista & Spa (in Can Picafort) s ready for the season ?? #hotelsandresorts #newseason #holidaysarecoming #vacacaciones #mallorca #spamallorca #spa pic.twitter.com/5YM6BJ6mJW ",0.0,0.0,0.0
1300 Grupotel ,05/02/2019, ¿Contando  los días para San Valentín ??? Los mejores precios ya disponibles en ????  Can´t wait for Valentine´s Day ??? The best offers here ???? ??Grupotel Gran Vista & Spa ??Grupotel Acapulco Playa ??Grupotel Taurus Park ??Grupotel Gran Via 678 ??Sensimar Aguait Resort & Spa pic.twitter.com/EOFOxRJea9 ,0.0,0.0,1.0
1300 Grupotel ,01/02/2019, El mes de los #GrupotelLovers viene con fuerza. ¿Motivo? Hoy reabrimos Grupotel Taurus Park ???????  February is for #GrupotelLovers and for reopenings! The first? Grupotel Taurus Park ??????? #Grupotel #hotelsandresorts #holidaysarecoming #vacacaciones #mallorca #spamallorca #spa pic.twitter.com/OAidItgSfZ ,0.0,0.0,0.0
1300 Grupotel ,22/01/2019, ¿Quieres una noche de hotel gratis en Grupotel Taurus Park ?? para 2 personas? Visita nuestro perfil de Facebook y ¡participa!  ????  Do you want a free #hotel night at Grupotel Taurus Park ?? for 2 people? Visit our Facebook profile and join our contest ???? #mallorca #holidays pic.twitter.com/faLwG7ONle ,0.0,0.0,1.0
1500 Palladium Hotel Group ,21/11/2019," Palladium Hotel Group ha sido galardonada con el premio ""Hotel Campaing of the year 2019"" otorgado por @ExpediaGroup   Premio recibido tras el éxito de la campaña de marketing realizada por @PalladiumHG  para aumentar la visibilidad de nuestros hoteles, con un ROAS de 30:1. pic.twitter.com/H469VgxmlC ",0.0,1.0,7.0
1500 Palladium Hotel Group ,31/10/2019," ""Nos dimos cuenta que todos ofrecíamos lo mismo: una cama, un baño y una Tv, por lo que tuvimos que renovarnos y ofrecer experiencias únicas para diferenciarnos""  Nuestro CEO @AMatumatu analiza con @Forbes_es sus 10 años al frente de @PalladiumHG  http://ow.ly/tBKg50wYgJK  pic.twitter.com/oENzdueyKq ",0.0,0.0,8.0
1500 Palladium Hotel Group ,08/10/2019," @szertuche :""De cara a la temporada 2020 en @PalladiumHG  tenemos dos grandes proyectos que abriremos en verano; el Palladium Hotel Menorca y la reconversión del activo que teníamos en Sicilia a la marca Grand Palladium Hotels & Resorts""   https://www.hosteltur.com/131830_palladium-se-renueva-en-menorca-y-sicilia-con-el-foco-en-capitales-europeas.html 
 pic.twitter.com/PYjdfwt3Su ",0.0,0.0,0.0
1500 Palladium Hotel Group ,17/09/2019," @trs_hotels Yucatan Hotel ha sido galardonado con el premio al ""Mejor servicio y staff de Mexico"" en los Crystal Apple Award 2019. Nuestro CEO @AMatumatu recibió el premio en la gala de los Crystal Apple Award de @AppleVacations  que tuvo lugar la semana pasada en Chicago. pic.twitter.com/6YS5OH05Bq ",0.0,3.0,8.0
1500 Palladium Hotel Group ,30/08/2019, TRS Yucatan Hotel is a luxury hotel that offers a calming retreat within the lively Riviera Maya. It is the perfect choice for couples and adults who want to enjoy privacy and personalized service whilst also offering unlimited access to a wide array of top quality services. pic.twitter.com/yL9oKHyfuO ,0.0,1.0,7.0
1500 Palladium Hotel Group ,09/08/2019," Within our fight against the climate change, we are sponsors of the @mabelgreencup, a match between @realmadrid and @OfficialASRoma  where all the benefits will be destined for causes related to the protection of the environment.  Buy your tickets here:  http://bit.ly/2ZLqZTJ  pic.twitter.com/zMrRJ2VCAp ",1.0,2.0,6.0
1500 Palladium Hotel Group ,12/06/2019," El pasado viernes 7 de junio celebramos la fiesta anual de partners de @PalladiumHG con motivo del inicio de la nueva temporada de verano en Ibiza, evento que tuvo lugar en el restaurante ""The Beach Club"" de @HRHIbiza y que contó con más de 140 invitados.  https://www.facebook.com/pg/PalladiumHotelGroup/photos/?tab=album&album_id=10157103792310470 
 pic.twitter.com/I0nrLd3MIr ",0.0,1.0,7.0
1500 Palladium Hotel Group ,29/05/2019," Discover Ambassador Suite in #TRSYucatanHotel!  Dive into freedom as you spoil yourself with this spacious and unique luxury suite. Climb up to the second floor to discover the terrace, where you can admire great views of the Caribbean and take a dip into the hydromassage pool. pic.twitter.com/HUNb5czpp1 ",0.0,1.0,3.0
1500 Palladium Hotel Group ,16/05/2019," ""Lo fundamental en Palladium Hotel Group es su gente"" Nuestro CEO, @AMatumatu, habla sobre la gestión del equipo humano y la transformación digital que llevamos a cabo en @PalladiumHG.  https://www.hosteltur.com/128740_la-gestion-del-dato-marcara-la-diferencia-entre-las-empresas-en-el-futuro.html 
 pic.twitter.com/VTGa86rsve ",1.0,3.0,13.0
1500 Palladium Hotel Group ,27/04/2019," Grand Palladium Hotels & Resorts in Riviera Maya is located in one of the best areas of the Riviera Maya. Between Tulum and Playa del Carmen, and facing the Caribbean which adjoins its almost 1 km of private beach and its mangrove forest. Book now:  http://bit.ly/2WsvmSp  pic.twitter.com/5ZZJFxkYrT ",1.0,1.0,2.0
1500 Palladium Hotel Group ,12/04/2019," Delight and luxury all in one place!  Meet the Junior Suite Private Pool at #TRSYucatanHotel, the suite of your dreams, which you wont want to leave! Enjoy your private pool surrounded by tropical gardens and a suite of sophisticated decor. Book now:  http://bit.ly/2uwYTO2  pic.twitter.com/58Ug1uNNNB ",0.0,1.0,3.0
1500 Palladium Hotel Group ,15/02/2019," El próximo lunes 18 vamos a celebrar el evento oficial de inauguración de nuestro resort @PalladiumHotels y @trs_hotels en Costa Mujeres y del primer 'Rafa Nadal Tennis Centre' del mundo. Que contará con la presencia tanto de nuestro CEO @AMatumatu , como del tenista @RafaelNadal pic.twitter.com/IAGTOM12FQ ",3.0,34.0,133.0
1500 Palladium Hotel Group ,14/01/2019," Ayer abrió sus puertas BLESS Hotel Madrid, el primer templo del lujo hedonista.  El hotel, que cuenta con 151 habitaciones, está situado en pleno barrio Salamanca y es miembro de The Leading Hotels Of The World.  Bienvenido al lujo hedonista:  https://www.blesscollectionhotels.com/es/  pic.twitter.com/V6KtWJycfq ",0.0,4.0,12.0
1600 Paradores ,19/12/2019," Con más de 11 siglos de historia #Cardona es uno de los complejos medievales más impresionantes de Cataluña, que perteneció a uno de los linajes más poderosos de la corona catalano-aragonesa. El castillo posee una original torre cilíndrica de más de 10m. #habitaciónconvistas pic.twitter.com/a2ReQkkgwh ",1.0,1.0,9.0
1600 Paradores ,19/12/2019," Hoy, en la sección de #habitaciónconvistas, 5 castillos que son @paradores para escaparte ya ?? El Parador de #Alarcón, el castillo mejor conservado de Cuenca. De origen prerromano, fue baluarte de árabes y cristianos. Uno de sus dueños: D. Juan Manuel, autor del Conde Lucanor pic.twitter.com/8wVeO0wz2z ",1.0,11.0,33.0
1600 Paradores ,17/12/2019, Hoy el #EquipoParadores de Madrid se une a #SonrisasDeChocolate para tomarse un chocolate caliente ?? y recaudar fondos para decorar la zona de oncología infantil del H. Gregorio Marañón. Gracias a  @juegaterapia por dejarnos ser parte de iniciativas tan bonitas y necesarias ?? pic.twitter.com/64O0TyRnGl ,1.0,5.0,20.0
1600 Paradores ,06/12/2019," ?? ¿Buscas ideas para este puente?    Te recomendamos estas exposiciones en @paradores:   El Saler: Cristóbal Povedano. Jugar con la quinta dimensión  Segovia: Arte geométrico por Julián Gil  Lerma: Metamorfosis de la lana"" Expo con @rfabricatapices #habitaciónconvistas pic.twitter.com/fFZqUIhSoe ",0.0,2.0,5.0
1600 Paradores ,04/12/2019," En la #COP25, @oscarlopeztwit, señala que: Para @paradores es un orgullo estar presente como ejemplo de sostenibilidad tanto económica, social como medioambiental. Nuestra vocación es ser líderes y estar a la vanguardia del cumplimiento de los #ODS.  #ParadoresSostenibles pic.twitter.com/eeZ6QIm8IK ",2.0,11.0,30.0
1600 Paradores ,04/12/2019," Otro gran ejemplo de #ParadoresSostenibles es el que nos cuenta @BOSCHIGNACIO, Director del Parador de Cangas y Gerardo Báguena, Presidente de @FCQorg, sobre experiencias para disfrutar de la naturaleza de manera sostenible y protección y conservación del quebrantahuesos #COP25 pic.twitter.com/3Cfubp6BTD ",1.0,6.0,19.0
1600 Paradores ,04/12/2019," .@fraconalv, Director del Parador de El Saler, explica junto a Javier Blasco, Responsable de Comunicación de @xalocmar, las acciones de sostenibilidad que llevan a cabo: recuperación de especies, regeneración dunar y protección de ??. ¡Un ejemplo de #ParadoresSostenibles! #COP25 pic.twitter.com/k0a6nZRk6T ",1.0,4.0,18.0
1600 Paradores ,30/11/2019," HOLA #CYBERMONDAY ?? Si no llegaste a tiempo para reservar en el #BlackFriday...  Tienes hasta el 3 de diciembre a las 23:59h para disfrutar de los mejores precios en @paradores  Date prisa, oportunidades como estas no se repiten todos los días.   http://paradores.site/cybermonday2019  pic.twitter.com/Pq9jHxPylO ",0.0,10.0,16.0
1600 Paradores ,28/11/2019," Este retrato de 1623 es de Frans Pourbus, el Joven, quien trabajó al servicio de grandes personajes como los archiduques Alberto e Isabel Clara Eugenia o Vicenzo I Gonzaga, duque de Mantua, llegando a ser incluso pintor de la corte de Luis XIII de Francia #habitaciónconvistas pic.twitter.com/bcjHO1Wz6K ",1.0,0.0,4.0
1600 Paradores ,25/11/2019," El Parador de Ciudad Rodrigo es el ganador al mejor plato en el ""II Concurso Producto Local de Salamanca""   ?? Carrillera de Ternera morucha con salsa de vino tinto de las Arribes, toque de regaliz y Tempura de queso Mirobrigense de San Juanejo  ¡Enhorabuena #EquipoParadores! pic.twitter.com/nT4qTH6MWC ",1.0,5.0,22.0
1600 Paradores ,19/11/2019," ""El #arte y la #gastronomía"" son parte de la esencia de @paradores. Recuerda que nuestra carta en noviembre tiene un 30% de descuento ??  ¡RESERVA YA!   http://paradores.site/ofertagastronoviembre2019 
 ?? ""Bodegón con cobres"" (1967) de José Gutiérrez Solana. Un óleo sobre lienzo del Parador de #Gijón pic.twitter.com/8L8aqRc8gL ",1.0,2.0,13.0
1600 Paradores ,19/11/2019," ¡Planazos en @paradores!  23/11 reabre #Vielha, y el Parador de #Artíes está preparado para recibir a los primeros esquiadores ??  29/11 a las 20:00h; Paren y Lean en el Parador de #Ávila  IX Jornadas Gastronómicas Xàbia al Plat Mariner del 21/11 al 2/12  http://paradores.site/esquiygastroparadores 
 pic.twitter.com/OtOOM5TZ2h ",0.0,3.0,17.0
1600 Paradores ,15/11/2019," .@oscarlopeztwit recogerá el ""Premio Patrimonio 2019"" esta tarde en Ibiza en un acto presidido por @IsabelMOliver  ¡Muchas gracias @GrupoCPHE por otorgarnos este reconocimiento por poner en valor, conservar y proteger el patrimonio histórico!  Más info:  http://paradores.site/premiopatrimonio2019 
 pic.twitter.com/g5nQvTnSKK ",0.0,4.0,11.0
1600 Paradores ,14/11/2019," .@oscarlopeztwit: Paradores es lo contrario al consumo rápido, al usar y tirar. Nuestro modelo es sostenible económicamente, socialmente y medioambientalmente. Electricidad 100% renovable, habitaciones sin plásticos de un solo uso y gastronomía kilometro 0"" en Congreso @QCalidad pic.twitter.com/uN7EtcUqe0 ",0.0,5.0,22.0
1600 Paradores ,07/11/2019," En el Parador de #Lerma puedes disfrutar de la exposición ""Metamorfosis de la lana. Creaciones de la @rfabricatapices en la colección de Paradores   ¿Qué piezas vas a encontrar? Tapices, alfombras y reposteros de artistas como Alberto Corazón  http://paradores.site/expotapiceslerma 
 pic.twitter.com/gaoRRkwIxj ",0.0,0.0,18.0
1600 Paradores ,06/11/2019," ¡Jornadas Buscasetas en paradores de Castilla y León!  Del 9 al 24 de noviembre disfruta de menús exclusivos en Ávila, Benavente, Cervera de Pisuerga, Ciudad Rodrigo, La Granja, Lerma, Puebla de Sanabria, Segovia, Soria y Tordesillas   http://paradores.site/buscasetas2019  pic.twitter.com/LRwvf8qKIv ",0.0,4.0,25.0
1600 Paradores ,05/11/2019," El Parador de #Tordesillas ha obtenido el premio al ""Aperitivo más Original"" de la 8ª edición del concurso de tapas ""Todos los Santos de Tordesillas con Santa Matanza""  ?? Risotto de arroz a la zamorana envuelto en panko sobre crema de pan candeal y pimentón  #EquipoParadores ?? pic.twitter.com/rMU8I8nGuf ",0.0,2.0,26.0
1600 Paradores ,05/11/2019, #Sustainability is in our DNA since 1928. Our hotels: - 100% renewable sourced electricity - Rooms use ZERO disposable plastics - We protect and conserve historical buildings - We use local produce and rescue regional gastronomy  We put our money where our mouth is! ??????#WTMLDN pic.twitter.com/hcL9H7hEU9 ,1.0,16.0,39.0
1600 Paradores ,25/10/2019," En ningún Parador, excepto en Corias, los clientes aún comparten espacio con los antiguos inquilinos. Los dominicos llevan allí más de 150 años. Actualmente se encargan de mantener la iglesia anexa abierta al culto y se alojan en los espacios contiguos  #habitaciónconvistas pic.twitter.com/IiaQk8o2HZ ",1.0,0.0,3.0
1600 Paradores ,17/10/2019," El presidente de Paradores, @oscarlopeztwit,  acompañado de Pedro Medrano, gerente de la Asociación Forestal de Soria han inaugurado el tramo de la Senda del Duero que @paradores ha recuperado en colaboración con esta asociación  http://paradores.site/sendaduero  #ParadoresSostenibles pic.twitter.com/uHwF6q0FVP ",0.0,4.0,32.0
1600 Paradores ,09/10/2019," Actualmente España se ha convertido en el 2º país más visitado, @paradores es un capítulo fundamental en la #historia del turismo de España  Hoy estamos felices de celebrar nuestros 91 años  Gracias a nuestros clientes, son ellos los que lo han hecho posible  #habitaciónconvistas pic.twitter.com/LKTJKPROjY ",2.0,4.0,23.0
1600 Paradores ,09/10/2019, ?? SORTEO ?? ??¡Gana 3 estancias para 2 en Paradores! Cumplimos 91 años y lo celebramos por todo lo alto ?? 1? Sigue a @paradores y haz RT?? 2? ¿Con qué alma viajera compartirías este plan? Menciona ?#ParadoresCumple91Años  ¡Suerte aventurero! ?? Bases:  http://paradores.site/91cumple  pic.twitter.com/QdfMmetTqt ,849.0,911.0,469.0
1600 Paradores ,08/10/2019," Las herramientas de medición de reputación online señalan a Paradores como líder en la valoración de experiencia de los clientes. Y eso es gracias a los empleados y la atención que prestan tanto presencialmente como en redes sociales"" comenta @oscarlopeztwit en #SSTE2019 pic.twitter.com/K8fs6dVowY ",1.0,1.0,11.0
1600 Paradores ,07/10/2019," Animados por este reconocimiento hemos decidido escribir nuestra #historia desde el ángulo de la #arquitectura en La red de Paradores. Historia y arquitectura del turismo en España. 1911-1951, escrito por la doctora María José Rodríguez y editado por Turner #habitaciónconvistas pic.twitter.com/NyRpG0L9KD ",0.0,0.0,5.0
1600 Paradores ,02/10/2019," ¡Son muchos y muy distintos los edificios que han albergado a los Paradores a lo largo de su historia!  La principal diferencia la encontramos entre los históricos y los de nueva planta: albergues, refugios, hosterías y #hoteles más convencionales  #semanadelaarquitectura2019 pic.twitter.com/Bg1sHMbnND ",1.0,0.0,4.0
1600 Paradores ,30/09/2019," ¡En Paradores tenemos 97 motivos para celebrar la #semanaarquitectura2019! ??  Todos los #hoteles de la red están situados en edificios únicos: castillos, palacios, conventos, monasterios o, simplemente, en edificios singulares ?? ?? @paradores de Cardona   #habitaciónconvistas pic.twitter.com/F8ZzX2YTP8 ",1.0,18.0,64.0
1600 Paradores ,27/09/2019, En el #DiaMundialDelTurismo también queremos resaltar que @paradores es un capítulo imprescindible en la historia del #turismo. En los años 20 nacíamos para ofrecer alojamiento y restauración de calidad en un país que empezaba a recibir los primeros turistas #habitaciónconvistas pic.twitter.com/6goSJ406j5 ,1.0,7.0,31.0
1600 Paradores ,27/09/2019, En @paradores trabajamos por un turismo sostenible que cuida del patrimonio histórico y de la biodiversidad. Somos una empresa pública rentable que reinvierte sus beneficios en conservar lo que es de todos.  Feliz #DiaMundialDelTurismo #SomosTurismo #ParadoresSostenibles #WTD2019 pic.twitter.com/bKZJBSUmAf ,3.0,32.0,87.0
1600 Paradores ,25/09/2019," El #otoño ha llegado para dejarnos paisajes con encanto ??  Y desde @paradores te recomendamos 7 destinos únicos para dar la bienvenida a esta estación: Cervera, Villafranca, Jarandilla, Fuente Dé, Limpias, Gredos y Corias   ¡Escápate! ??  http://paradores.site/paradoresotono  pic.twitter.com/cN5Dcpg8td ",1.0,4.0,12.0
1600 Paradores ,24/09/2019," ¡No a los plásticos de un solo uso! ??  Estamos cambiando nuestros ""amenities"" para conseguir habitaciones 100% libres de plásticos de un solo uso.  Nuestras botellas, vasos y pajitas ya son biodegradables.   http://paradores.site/paradoressinplasticos 
 #ParadoresSostenibles #aliadosdelosODS pic.twitter.com/xt4Dmjl7fm ",1.0,4.0,7.0
1600 Paradores ,23/09/2019, El Parador de Alcalá y Hostería del Estudiante apuesta por la #cocina cardiosaludable en la #SemanaDelCorazón ??  Del 24 al 28 de septiembre os ofrecemos tres sugerencias de platos #saludables ????  ¡Cuida tu corazón y tu corazón cuidará de ti! #gastronomia #gastroparadores pic.twitter.com/7SJGeJsYyX ,0.0,4.0,9.0
1600 Paradores ,17/09/2019," ¡Feliz #DíaDeMelilla!   Una ciudad por descubrir, te enamorará el contraste de sus fortificaciones y la arquitectura modernista, edificios emblemáticos como el de la Reconquista o la Casa Melul y por supuesto, sus playas   ¿Te animas?  http://paradores.site/paradormelilla  #habitaciónconvistas pic.twitter.com/OGTHEx15UC ",0.0,1.0,6.0
1600 Paradores ,16/09/2019, ¡Comienza la berrea del ciervo! ??  Desde el @paradores de #Cazorla puedes disfrutar de este espectáculo en plena naturaleza. A partir del 14 de septiembre organizamos una excursión en 4x4. ¿Te apuntas?   Más info:  http://paradores.site/paradorcazorla  ??+34 953727075 ?? cazorla@parador.es pic.twitter.com/Y5mokJ8oQU ,0.0,2.0,14.0
1600 Paradores ,12/09/2019," Esta semana Madrid celebra #Apertura2019 y se convierte en la capital del #arte contemporáneo, en @paradores  nos sumamos a este evento y os enseñamos piezas de Chinchón y Alcalá de Henares ??  Femme dans un interior es un dibujo de Francisco Bores  #habitaciónconvistas pic.twitter.com/oKwWdVI00f ",2.0,5.0,12.0
1600 Paradores ,06/09/2019," Este es el planazo que te proponemos si vas al @paradores de #Corias en #Asturias ??  Una ruta por el Parque de Fuentes del Narcea, Ibias y Degaña ?????  Descubrir los rincones secretos de este edificio ??  Una tarde de #spa y degustar sus vinos ??  http://paradores.site/paradorcorias  pic.twitter.com/EW2jeyyzpm ",0.0,4.0,10.0
